;submission_id;user_id;location_name;submission_timestamp;questions_134999_where_are_you_eating_at_the_moment;questions_135005_who_are_you_with;questions_134999_where_are_you_eating_at_the_moment;questions_135000_which_of_the_following_best_describes_where_you_got_your_food_from_today;questions_135004_what_else_if_anything_are_you_doing_while_eating_your_food_for_example_are_you_also_watching_tv_checking_social_media_cooking_etc_coded;questions_135022_who_prepared_the_food;level2dish_coded;questions_135019_what_are_the_main_reasons_that_you_chose_this_food_right_now_if_you_are_having_more_than_one_item_please_write_about_the_main_item_you_are_having_please_be_as_detailed_as_you_can_coded;questions_135020_what_other_food_if_any_did_you_consider_having_instead_coded;questions_223649_149206_210007_finally_which_best_describes_the_food_you_are_having_today
356;901;581835454;South Africa;02/05/2019 16:53;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Plain pasta"", ""Other potatoes/ sweet potatoes"", ""Beef"", ""Plain rice"", ""Beans""]";"[""Other""]";"[""Sweet pastry / baked goods""]";Lunch
357;902;3460021488;South Africa;08/02/2019 20:30;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Watching TV""]";I prepared it myself from scratch;"[""Pasta with meat""]";"[""It's my favourite""]";"[""Nothing""]";Dinner
358;904;6739665717;South Africa;26/06/2019 12:37;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";Leftovers;"[""Sandwich/ bagel""]";"[""Convenient"", ""Leftovers / to eat it up before it spoils""]";"[""Nothing""]";Breakfast
359;905;5329312115;South Africa;05/06/2019 06:09;Cafe / restaurant / bar / hotel;"[""Colleagues""]";Cafe / restaurant / bar / hotel;;"[""Watching TV""]";Someone else prepared it;"[""Pork""]";"[""It's my favourite""]";"[""Nothing""]";Lunch
360;907;1173403294;South Africa;19/08/2019 11:08;At my home;"[""My spouse/partner""]";At my home;;"[""Watching TV""]";I ordered take out from a restaurant / cafe;"[""Chicken"", ""Egg-based dish"", ""Savoury snacks"", ""Savoury snacks""]";"[""I was hungry"", ""I was hungry""]";"[""Savoury snacks""]";Snack
361;909;6935864958;South Africa;02/07/2019 15:44;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Savoury biscuits""]";"[""It's my habit / routine""]";"[""Cereals / porridge""]";Breakfast
362;910;3432750218;South Africa;05/02/2019 18:14;Cafe / restaurant / bar / hotel;"[""Alone""]";Cafe / restaurant / bar / hotel;;"[""Browsing social media""]";;"[""Biscuits""]";"[""I like the taste""]";"[""Carbonated soft drink""]";Snack
363;912;6147522124;South Africa;28/05/2019 11:30;At my home;"[""Other family members""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Talking to someone"", ""Spending time with family""]";It was premade / ready to eat;"[""Plain yoghurt (savoury)""]";"[""I wanted a snack"", ""It's light / not filling""]";"[""Fruit""]";Snack
364;913;3430496256;South Africa;02/02/2019 12:58;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Fried sweets (e.g. churros, donuts)""]";"[""I wanted a snack""]";"[""Nothing""]";Snack
365;914;863532466;South Africa;01/05/2019 13:36;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Couscous""]";"[""It's my habit / routine""]";"[""Nothing""]";Breakfast
366;915;5787513219;South Africa;07/06/2019 14:43;At my home;"[""Alone""]";At my home;;"[""Browsing social media""]";I ordered take out from a restaurant / cafe;"[""Chicken"", ""Plain rice""]";"[""I had a craving""]";"[""Meat""]";Dinner
367;920;5659968516;South Africa;08/08/2019 09:31;At my home;"[""My children""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV"", ""Spending time with family""]";It was premade / ready to eat;"[""Cereal""]";"[""I was hungry""]";"[""Nothing""]";Breakfast
368;924;3342953736;South Africa;24/01/2019 17:18;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Watching TV""]";I prepared it myself from scratch;"[""Salad vegetables""]";"[""It's light / not filling"", ""It's a healthy choice""]";"[""Vegetables""]";Lunch
369;926;7234168702;South Africa;25/08/2019 04:41;At my home;"[""Alone""]";At my home;;"[""Cooking""]";I prepared it myself from scratch;"[""Plain rice"", ""Chicken""]";"[""It's what I wanted""]";"[""Meat"", ""Eggs""]";Breakfast
370;927;6407159486;South Africa;28/06/2019 15:09;At my home;"[""Alone""]";At my home;Farmers Market ;"[""Browsing social media""]";It was premade / ready to eat;"[""Stone fruit""]";"[""It's light / not filling""]";"[""Breads""]";Other
371;928;1026903150;South Africa;31/01/2019 16:33;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Relaxing / laying down"", ""Talking to someone""]";It was premade / ready to eat;"[""Crackers/ wafers""]";"[""I wanted a snack"", ""It was all I had""]";"[""Sweet pastry / baked goods"", ""Confectionery""]";Treat
372;931;1432706440;South Africa;27/04/2019 13:15;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Savoury pastry""]";"[""I was hungry""]";"[""Nothing""]";Lunch
373;932;1325154880;South Africa;13/07/2019 19:26;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I ordered take out from a restaurant / cafe;"[""Chicken"", ""Potato crisps""]";"[""I like the taste""]";"[""Nothing""]";Dinner
374;933;5868591579;South Africa;28/05/2019 21:30;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Checking emails"", ""Browsing the internet""]";It was premade / ready to eat;"[""Duck""]";"[""I wanted to treat myself"", ""I wanted to try something new""]";"[""Breads"", ""Potatoes""]";Treat
375;938;6475765942;South Africa;11/08/2019 11:37;At my home;"[""My spouse/partner""]";At my home;;"[""Watching TV""]";Leftovers;"[""Vegetable soup"", ""Plain nuts"", ""Pork"", ""Mixed salad""]";"[""Other""]";"[""Other dishes""]";Dinner
376;939;4242044985;South Africa;28/05/2019 18:12;At my home;"[""Alone""]";At my home;Other;"[""Watching TV""]";It was premade / ready to eat;"[""Plain rice"", ""Seafood""]";"[""I was hungry"", ""It was all I had""]";"[""Meat""]";Dinner
377;942;6224707318;South Africa;01/06/2019 05:46;At my home;"[""Alone""]";At my home;;"[""Playing games""]";I prepared it myself from scratch;"[""Instant noodles""]";"[""Convenient"", ""Quick"", ""Cheap""]";"[""Cereals / porridge""]";Lunch
378;946;8074416316;South Africa;24/08/2019 23:55;At my home;"[""My spouse/partner"", ""My children""]";At my home;;"[""Listening to radio""]";I prepared it myself from scratch;"[""Plain rice"", ""Beef"", ""Seafood"", ""Other potatoes/ sweet potatoes""]";"[""It's a healthy choice""]";"[""Nothing""]";Breakfast
379;948;5525495060;South Africa;11/06/2019 06:31;At my home;"[""Other family members""]";At my home;;"[""Nothing""]";I ordered take out from a restaurant / cafe;"[""Meat noodles"", ""Meat soup""]";"[""I wanted something hot""]";"[""Nothing""]";Other
380;960;6596549224;South Africa;02/07/2019 16:26;At my home;"[""My spouse/partner"", ""My children""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Chicken"", ""Beans"", ""Leafy green veg"", ""Mixed salad"", ""Plain rice""]";"[""Energy boost""]";"[""Rice / pasta / grains / pulses""]";Lunch
381;961;3201394502;South Africa;01/02/2019 17:22;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Browsing social media""]";I prepared it myself from scratch;"[""Plain pasta""]";"[""It's my favourite""]";"[""Dairy"", ""Eggs""]";Dinner
382;962;7608926416;South Africa;22/08/2019 13:57;At school / work;"[""Alone""]";At school / work;Cafe / restaurant;"[""Watching TV""]";It was premade / ready to eat;"[""Bread/ roll/ baguette""]";"[""It's light / not filling"", ""I like the taste""]";"[""Nothing""]";Snack
383;964;11456344;South Africa;28/05/2019 20:11;Cafe / restaurant / bar / hotel;"[""Other family members""]";Cafe / restaurant / bar / hotel;;"[""Browsing social media""]";I prepared it myself from scratch;"[""Rice with meat "", ""Salad vegetables""]";"[""It's my favourite""]";Other dishes;Dinner
384;965;2.31E+12;South Africa;24/07/2019 07:03;At my home;"[""Alone""]";At my home;;"[""Talking to someone""]";I prepared it myself from scratch;"[""Rice with vegetables"", ""Beans""]";"[""I was hungry""]";"[""Breads"", ""Vegetables""]";Lunch
385;971;355837600;South Africa;31/01/2019 14:47;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Crackers/ wafers""]";"[""Convenient"", ""It's light / not filling""]";"[""Nothing""]";Breakfast
386;975;2970935;South Africa;26/04/2019 13:58;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Chilled soup""]";"[""It's a healthy choice"", ""I like the taste""]";"[""Nothing""]";Dinner
387;976;2.34E+12;South Africa;26/07/2019 04:09;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Savoury pastry""]";"[""It's my favourite""]";"[""Savoury snacks"", ""Rice / pasta / grains / pulses"", ""Breads""]";Breakfast
388;980;710178261;South Africa;04/05/2019 14:01;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Other""]";It was premade / ready to eat;"[""Cereal/ muesli bar""]";"[""Other""]";"[""Nothing""]";Snack
389;981;5377274550;South Africa;18/05/2019 17:05;At my home;"[""Alone""]";At my home;;"[""Nothing""]";I ordered take out from a restaurant / cafe;"[""Broccolli, cabbage, cauliflower"", ""Chutney""]";"[""I had a craving""]";"[""Nothing""]";Treat
390;982;6059462838;South Africa;27/08/2019 05:17;At my home;"[""My spouse/partner"", ""My children""]";At my home;;"[""Cooking""]";I prepared it myself from scratch;"[""Plain rice"", ""Plain rice""]";"[""It's my favourite""]";"[""Savoury snacks""]";Breakfast
391;984;4060300366;South Africa;22/08/2019 12:38;At my home;"[""My spouse/partner"", ""Other family members""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Browsing social media""]";It was premade / ready to eat;"[""Crackers/ wafers""]";"[""It's light / not filling"", ""Quick""]";"[""Sandwich / bagel / wrap""]";Breakfast
392;989;3377316690;South Africa;04/04/2019 18:02;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Browsing social media""]";I prepared it myself from scratch;"[""Seafood"", ""Bread/ roll/ baguette""]";"[""It's a healthy choice"", ""I like the taste""]";"[""Coffee""]";Snack
393;993;2706212850;South Africa;31/01/2019 16:20;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Crackers/ wafers""]";"[""It's my habit / routine""]";"[""Juice / juice drinks"", ""Healthy / meal replacement drinks""]";Breakfast
394;994;0;South Africa;13/02/2019 17:47;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Nothing""]";It was premade / ready to eat;"[""Sweet spreads/ jams/ syrups""]";"[""I like the taste""]";"[""Nothing""]";Snack
395;997;2751149459;South Africa;15/05/2019 16:57;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Playing games""]";It was premade / ready to eat;"[""Plain yoghurt (sweet)""]";"[""Other""]";"[""Nothing""]";Snack
396;1002;3280928650;South Africa;24/01/2019 19:57;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Watching TV""]";It was premade / ready to eat;"[""Plain nuts""]";"[""I wanted a snack""]";"[""Sandwich / bagel / wrap""]";Snack
397;1005;0;South Africa;08/04/2019 16:21;At my home;"[""My spouse/partner""]";At my home;I had it at home / brought it from home;"[""Watching TV""]";I prepared it myself from scratch;"[""Chicken"", ""Plain rice"", ""Beans""]";"[""It's what I wanted""]";"[""Meat""]";Lunch
398;1006;0;South Africa;24/01/2019 18:06;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Browsing social media""]";I prepared it myself from scratch;"[""Vegetable soup""]";"[""I like the taste"", ""Convenient""]";"[""Breads""]";Dinner
399;1010;25544775152;South Africa;17/02/2019 08:48;At my home;"[""My spouse/partner"", ""My children"", ""Other family members""]";At my home;I had it at home / brought it from home;"[""Watching TV""]";Someone else prepared it;"[""Bread/ roll/ baguette""]";"[""To relax""]";"[""Nothing""]";Breakfast
400;1011;3614559876;South Africa;10/04/2019 17:32;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Tropical and exotic fruit""]";"[""Convenient""]";"[""Other Dishes""]";Snack
401;1015;5822352775;South Africa;29/05/2019 04:50;At my home;"[""My children""]";At my home;;"[""Watching TV""]";I prepared it myself using a meal kit;"[""Bread/ roll/ baguette""]";"[""It's a healthy choice""]";"[""Breads"", ""Eggs""]";Breakfast
402;1017;3362900784;South Africa;04/02/2019 16:58;At my home;"[""Other family members""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Dried fruit""]";"[""I like the taste""]";"[""Nothing""]";Treat
403;1022;4314637505;South Africa;16/08/2019 12:12;At my home;"[""Alone""]";At my home;Other;"[""Relaxing / laying down"", ""Nothing""]";It was premade / ready to eat;"[""Sweet breads / buns""]";"[""I wanted a snack""]";"[""Sweet pastry / baked goods""]";Treat
404;1023;6497408595;South Africa;23/08/2019 14:37;At my home;"[""Alone""]";At my home;;"[""Other""]";I prepared it myself from scratch;"[""Bread/ roll/ baguette""]";"[""Other""]";"[""Nothing""]";Dinner
405;1026;2674649817;South Africa;30/04/2019 09:27;At my home;"[""Alone""]";At my home;;"[""Browsing social media""]";Someone else prepared it;"[""Bread/ roll/ baguette"", ""Other vegetable dish""]";"[""It's my habit / routine""]";"[""Rice / pasta / grains / pulses""]";Lunch
406;1031;4085470704;South Africa;02/05/2019 14:35;At someone else's home;"[""My children""]";At someone else's home;Supermarket / Hypermarket / Grocery Store ;"[""Nothing""]";It was premade / ready to eat;"[""Stone fruit""]";"[""It's my habit / routine""]";"[""Fruit""]";Treat
407;1033;1082725050;South Africa;05/06/2019 12:11;Cafe / restaurant / bar / hotel;"[""Alone""]";Cafe / restaurant / bar / hotel;;"[""Watching TV""]";Someone else prepared it;"[""Plain rice"", ""Egg-based dish"", ""Chicken"", ""Beans""]";"[""It's a healthy choice"", ""I like the taste""]";"[""Vegetables""]";Dinner
408;1034;5234051628;South Africa;01/05/2019 20:29;At my home;"[""My children"", ""My spouse/partner""]";At my home;;"[""Other""]";I prepared it myself from scratch;"[""Plain pasta""]";"[""Easy to prepare""]";"[""Potatoes""]";Dinner
409;1037;0;South Africa;04/02/2019 19:51;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";I prepared it myself from scratch;"[""Crackers/ wafers"", ""Crackers/ wafers""]";"[""I like the taste""]";"[""Nothing""]";Snack
410;1041;2771744552;South Africa;31/01/2019 16:35;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Watching TV""]";Someone else prepared it;"[""Plain rice"", ""Meat soup"", ""Savoury snacks""]";"[""It was all I had""]";"[""Vegetables""]";Dinner
411;1047;3433386231;South Africa;21/02/2019 16:59;At my home;"[""My spouse/partner"", ""My children""]";At my home;I had it at home / brought it from home;"[""Watching TV""]";Someone else prepared it;"[""Green salad "", ""Stuffed vegetables"", ""Other potatoes/ sweet potatoes""]";"[""Someone prepared it for me""]";"[""Nothing""]";Dinner
412;1051;6471840;South Africa;31/01/2019 15:37;At my home;"[""Alone""]";At my home;Kiosk / Stall;"[""Watching TV""]";;"[""Dried fruit""]";"[""I wanted a snack""]";"[""Nothing""]";Treat
413;1055;596878380;South Africa;24/01/2019 17:21;At my home;"[""Other family members""]";At my home;I had it at home / brought it from home;"[""Relaxing / laying down""]";I prepared it myself from scratch;"[""Cake""]";"[""I wanted a snack"", ""It's what I wanted""]";"[""Nothing""]";Treat
414;1059;25341840;South Africa;12/07/2019 16:21;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""White fish""]";"[""It's my favourite""]";"[""Nothing""]";Dinner
415;1062;6032744661;South Africa;24/05/2019 18:41;At my home;"[""Friends""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Egg-based dish"", ""Bread/ roll/ baguette""]";"[""Quick""]";"[""Meat""]";Dinner
416;1068;7707465133;South Africa;15/08/2019 00:56;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I ordered take out from a restaurant / cafe;"[""Chicken""]";"[""I like the taste"", ""Cheap""]";"[""Other dishes""]";Breakfast
417;1071;19011432;South Africa;23/05/2019 14:36;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Checking emails""]";It was premade / ready to eat;"[""Sweet spreads/ jams/ syrups""]";"[""I wanted a snack""]";"[""Nothing""]";Snack
418;1074;75760906;South Africa;01/02/2019 16:30;At my home;"[""My children""]";At my home;Other;"[""Reading""]";I prepared it myself from scratch;"[""Custards/ sweet puddings""]";"[""I had a craving""]";"[""Nothing""]";Snack
419;1078;938488980;South Africa;25/06/2019 16:41;At my home;"[""Alone""]";At my home;;"[""Browsing the internet""]";Leftovers;"[""Plain nuts""]";"[""Convenient""]";"[""Nothing""]";Snack
420;1079;6409672488;South Africa;07/08/2019 13:26;At school / work;"[""Alone""]";At school / work;;"[""Working / studying""]";I prepared it myself from scratch;"[""Plain yoghurt (sweet)""]";"[""Other""]";"[""Nothing""]";Lunch
421;1081;3797699480;South Africa;04/05/2019 04:51;At my home;"[""Alone""]";At my home;;"[""Nothing""]";Someone else prepared it;"[""Bread/ roll/ baguette""]";"[""It's my habit / routine""]";"[""Nothing""]";Breakfast
